0.682270	0.317730
0.598987	0.401013
0.821622	0.178378
0.340380	0.659620
0.746894	0.253106
0.271676	0.728324
0.367609	0.632391
0.179829	0.820171
0.623812	0.376188
0.649598	0.350402
0.552920	0.447080
0.017635	0.982365
0.236597	0.763403
0.872666	0.127334
0.093209	0.906791
0.712426	0.287574
0.443300	0.556700
0.501045	0.498955
0.719575	0.280425
0.649598	0.350402
0.563392	0.436608
0.747413	0.252587
0.233560	0.766440
0.718561	0.281439
0.577376	0.422624
0.555475	0.444525
0.867289	0.132711
0.024353	0.975647
0.872666	0.127334
0.374605	0.625395
0.900667	0.099333
0.883452	0.116548
0.478335	0.521665
0.255334	0.744666
0.527130	0.472870
0.316494	0.683506
0.619231	0.380769
0.655709	0.344291
0.585946	0.414054
0.479621	0.520379
0.413864	0.586136
0.912815	0.087185
0.632003	0.367997
0.066503	0.933497
0.649802	0.350198
0.024767	0.975233
0.677418	0.322582
0.864795	0.135205
0.240823	0.759177
0.887240	0.112760
0.880425	0.119575
0.182146	0.817854
0.202204	0.797796
0.806680	0.193320
0.524950	0.475050
0.140159	0.859841
0.194114	0.805886
0.475216	0.524784
0.488511	0.511489
0.693047	0.306953
0.179159	0.820841
0.588979	0.411021
0.392033	0.607967
0.778543	0.221457
0.809695	0.190305
0.287207	0.712793
0.210030	0.789970
0.392541	0.607459
0.856292	0.143708
0.389287	0.610713
0.829945	0.170055
0.539071	0.460929
0.869737	0.130263
0.555475	0.444525
0.706664	0.293336
0.410367	0.589633
0.970521	0.029479
0.164668	0.835332
0.729171	0.270829
0.515762	0.484238
0.414088	0.585912
0.532210	0.467790
0.351669	0.648331
0.928883	0.071117
0.685991	0.314009
0.236597	0.763403
0.865568	0.134432
0.852648	0.147352
0.434359	0.565641
0.731586	0.268414
0.674508	0.325492
0.032848	0.967152
0.039651	0.960349
0.658289	0.341711
0.109344	0.890656
0.453044	0.546956
0.887240	0.112760
0.535733	0.464267
0.516317	0.483683
0.436293	0.563707
0.649132	0.350868
0.644296	0.355704
0.004995	0.995005
0.588574	0.411426
0.361134	0.638866
0.501045	0.498955
0.842062	0.157938
0.826706	0.173294
0.411523	0.588477
0.303135	0.696865
0.103207	0.896793
0.229442	0.770558
0.895389	0.104611
0.299343	0.700657
0.814723	0.185277
0.920931	0.079069
0.744172	0.255828
0.021027	0.978974
0.895582	0.104418
0.268771	0.731229
0.769483	0.230517
0.496115	0.503885
0.645227	0.354773
0.045147	0.954853
0.257551	0.742449
0.887240	0.112760
0.746155	0.253845
0.017635	0.982365
0.197738	0.802262
0.527130	0.472870
0.809257	0.190743
0.685539	0.314461
0.057985	0.942015
0.869737	0.130263
0.570278	0.429722
0.642187	0.357812
0.713504	0.286496
0.513516	0.486484
0.400736	0.599264
0.718561	0.281439
0.613161	0.386839
0.902452	0.097548
0.474523	0.525477
0.205049	0.794951
0.525118	0.474882
0.810515	0.189485
0.118482	0.881518
0.887240	0.112760
0.599193	0.400807
0.892284	0.107716
0.513340	0.486660
0.391537	0.608463
0.555475	0.444525
0.718561	0.281439
0.598957	0.401043
0.613376	0.386624
0.466024	0.533976
0.426358	0.573642
0.674497	0.325503
0.487435	0.512565
0.672008	0.327992
0.017635	0.982365
0.154146	0.845854
0.588979	0.411021
0.724237	0.275763
0.207489	0.792511
0.333157	0.666843
0.711187	0.288813
0.677473	0.322527
0.899614	0.100386
0.556145	0.443855
0.413864	0.586136
0.740001	0.259999
0.401560	0.598440
0.429881	0.570119
