0.455632	0.544368
0.043984	0.956016
0.073544	0.926456
0.424961	0.575039
0.869737	0.130263
0.431377	0.568623
0.529935	0.470065
0.785312	0.214688
0.640273	0.359727
0.612506	0.387494
0.718022	0.281978
0.600188	0.399812
0.453098	0.546902
0.702287	0.297713
0.655910	0.344090
0.179159	0.820841
0.190443	0.809557
0.683196	0.316804
0.712358	0.287642
0.341588	0.658412
0.299781	0.700219
0.636539	0.363461
0.920931	0.079069
0.095634	0.904366
0.256106	0.743894
0.440462	0.559538
0.819475	0.180525
0.243791	0.756209
0.017635	0.982365
0.431153	0.568847
0.374212	0.625788
0.900812	0.099188
0.458397	0.541603
0.158815	0.841185
0.668262	0.331738
0.482262	0.517738
0.949138	0.050863
0.659961	0.340039
0.090480	0.909520
0.590908	0.409092
0.183351	0.816649
0.826468	0.173532
0.267389	0.732611
0.710967	0.289033
0.255273	0.744727
0.039651	0.960349
0.518084	0.481916
0.351669	0.648331
0.727525	0.272475
0.244752	0.755248
0.248979	0.751021
0.696661	0.303338
0.254485	0.745515
0.659889	0.340111
0.543570	0.456430
0.276663	0.723337
0.305751	0.694249
0.665752	0.334248
0.512548	0.487452
0.625066	0.374934
0.718955	0.281045
0.165235	0.834765
0.555475	0.444525
0.874219	0.125781
0.553500	0.446500
0.706408	0.293592
0.485535	0.514465
0.162019	0.837981
0.349086	0.650914
0.703186	0.296814
0.562052	0.437948
0.718561	0.281439
0.017635	0.982365
0.521435	0.478565
0.792302	0.207698
0.455380	0.544621
0.202130	0.797870
0.017635	0.982365
0.730130	0.269870
0.713047	0.286953
0.470583	0.529417
0.469473	0.530527
0.017635	0.982365
0.479604	0.520396
0.453667	0.546333
0.503899	0.496101
0.787486	0.212514
0.399258	0.600742
0.593155	0.406845
0.950849	0.049151
0.078607	0.921393
0.166944	0.833056
0.920931	0.079069
0.651685	0.348315
0.693810	0.306190
0.306409	0.693591
0.609218	0.390782
0.473368	0.526632
0.904543	0.095457
0.334402	0.665598
0.709822	0.290178
0.685539	0.314461
0.838839	0.161161
0.017635	0.982365
0.236597	0.763403
0.489511	0.510489
0.199863	0.800137
0.429580	0.570420
0.095258	0.904742
0.499993	0.500007
0.798651	0.201349
0.636829	0.363171
0.351669	0.648331
0.109040	0.890960
0.140914	0.859086
0.381613	0.618387
0.564369	0.435631
0.904569	0.095431
0.238040	0.761960
0.535720	0.464280
0.560641	0.439359
0.920931	0.079069
0.869737	0.130263
0.427245	0.572755
0.281924	0.718076
0.460910	0.539090
0.793956	0.206044
0.795326	0.204674
0.713056	0.286944
0.229134	0.770867
0.760698	0.239302
0.844091	0.155909
0.634749	0.365251
0.665752	0.334248
0.621942	0.378058
0.755042	0.244958
0.661863	0.338137
0.650420	0.349580
0.143723	0.856277
0.739881	0.260119
0.690815	0.309185
0.548197	0.451803
0.221522	0.778478
0.081621	0.918379
0.644955	0.355045
0.445050	0.554950
0.458238	0.541762
0.338267	0.661734
0.017635	0.982365
0.017635	0.982365
0.053401	0.946599
0.126709	0.873291
0.208546	0.791454
0.392016	0.607984
0.452650	0.547350
0.444236	0.555764
0.455509	0.544491
0.431800	0.568200
0.458238	0.541762
0.207489	0.792511
0.780922	0.219078
0.034785	0.965215
0.588979	0.411021
0.640001	0.359999
0.376211	0.623789
0.508644	0.491356
0.718561	0.281439
0.181091	0.818909
0.500000	0.500000
0.038440	0.961560
0.406503	0.593497
0.402188	0.597812
0.295756	0.704244
0.155103	0.844897
0.630781	0.369219
0.665527	0.334473
0.634072	0.365928
0.678856	0.321144
0.052123	0.947877
0.784019	0.215981
0.717091	0.282909
0.501045	0.498955
0.427255	0.572745
0.576362	0.423638
0.563947	0.436053
0.081621	0.918379
0.933750	0.066250
0.839094	0.160906
0.183351	0.816649
0.240030	0.759970
0.665527	0.334473
0.416039	0.583961
0.625509	0.374491
0.476443	0.523557
0.388333	0.611667
0.653431	0.346569
0.351189	0.648811
0.339804	0.660196
0.355855	0.644145
0.124782	0.875218
0.598231	0.401769
0.834240	0.165760
0.137403	0.862597
0.400397	0.599603
0.588979	0.411021
0.177123	0.822877
0.521357	0.478643
0.339034	0.660966
0.718955	0.281045
0.351669	0.648331
0.506945	0.493055
0.632865	0.367135
0.583020	0.416980
0.458922	0.541078
0.563770	0.436230
0.730888	0.269112
0.387769	0.612231
0.315651	0.684349
0.898800	0.101200
0.318961	0.681039
0.623347	0.376653
0.643244	0.356756
0.404435	0.595565
0.574412	0.425588
0.357454	0.642546
0.789763	0.210237
0.599736	0.400264
0.549000	0.451000
0.294879	0.705121
0.518255	0.481745
0.713488	0.286512
0.492374	0.507626
0.649595	0.350405
0.675186	0.324814
0.463991	0.536009
0.573112	0.426888
0.404435	0.595565
0.238544	0.761456
0.401128	0.598872
0.870795	0.129205
0.684377	0.315623
0.657563	0.342437
0.220102	0.779898
0.103300	0.896700
0.380411	0.619589
0.918935	0.081065
0.588979	0.411021
0.661301	0.338699
0.955395	0.044605
0.182138	0.817862
0.108946	0.891054
0.867289	0.132711
0.580969	0.419031
0.607813	0.392187
0.138337	0.861663
0.091403	0.908597
0.402887	0.597113
0.017635	0.982365
0.216155	0.783845
0.112064	0.887936
0.582535	0.417465
0.182624	0.817376
0.158566	0.841434
0.042049	0.957951
0.644463	0.355537
0.458252	0.541748
0.310788	0.689212
0.708302	0.291698
0.017635	0.982365
0.796621	0.203379
0.316994	0.683006
0.718561	0.281439
0.146584	0.853416
0.270219	0.729781
0.823385	0.176615
0.763846	0.236154
0.349124	0.650876
0.149298	0.850702
0.121480	0.878520
0.500000	0.500000
0.607616	0.392384
0.932612	0.067388
0.688092	0.311908
0.289695	0.710306
0.642803	0.357197
0.697466	0.302534
0.748734	0.251266
0.221537	0.778463
0.791007	0.208993
0.460871	0.539129
0.149298	0.850702
0.384001	0.615999
0.563402	0.436598
0.813724	0.186276
0.887240	0.112760
0.530502	0.469498
0.556306	0.443694
0.914422	0.085578
0.021027	0.978974
0.330343	0.669657
0.637309	0.362691
0.682121	0.317879
0.712480	0.287520
0.822405	0.177595
0.361816	0.638184
0.595669	0.404331
0.634592	0.365408
0.642803	0.357197
0.595323	0.404677
0.523781	0.476219
0.384349	0.615651
0.312532	0.687468
0.072565	0.927435
0.017635	0.982365
0.351669	0.648331
0.887408	0.112592
0.349574	0.650426
0.475726	0.524274
0.691160	0.308840
0.275304	0.724696
0.488770	0.511230
0.012345	0.987655
0.203433	0.796567
0.767315	0.232685
0.454148	0.545852
