7	0	607427329068630016.000000	0.820454
8	0	1379936983198990336.000000	0.674517
9	0	1263128166398951424.000000	0.749242
10	0	562082644905426944.000000	0.826878
11	0	708531615130714112.000000	0.794194
12	0	774247844574920704.000000	0.678282
13	0	563203768808636416.000000	0.803093
14	0	1416461797401034752.000000	0.604878
15	0	708331160417075200.000000	0.799691
16	0	563203768808636416.000000	0.803093
17	0	663049629452992512.000000	0.607301
18	0	547712371527778304.000000	0.717735
19	0	563109142089170944.000000	0.834674
20	0	1418732288912392192.000000	0.570622
