7	1	-542620596616970524164096.000000	0.757881
8	1	-519528803858794024009728.000000	0.896402
9	1	-406965438455528638382080.000000	0.693411
10	1	-682512597192654496727040.000000	0.818106
11	1	-355551768648714752622592.000000	0.691672
12	1	-692026865736640387612672.000000	0.744398
13	1	-780353623356451693002752.000000	0.802735
14	1	-168724838023644305162240.000000	0.757207
15	1	-131069151668089764446208.000000	0.612220
16	1	-780353623356451693002752.000000	0.802735
17	1	-681613606649437307797504.000000	0.746175
18	1	-577481195921391604465664.000000	0.763946
19	1	-690591982866563128623104.000000	0.822272
20	1	-343649007035153664442368.000000	0.857364
