9	1	45831417226996077000524444337176576.000000	0.690309
10	0	1239933509604892013823047719976960.000000	0.014244
11	1	29345096284451296632823261922590720.000000	0.337110
12	1	12192680658788349556747932434169856.000000	0.140067
13	0	2273211498751679071455810137620480.000000	0.026114
14	0	1.000000	0.000000
15	1	56564461354563623955842942885691392.000000	0.732654
16	1	56564461354563623955842942885691392.000000	0.732654
17	0	45325896984313656252987737565560832.000000	0.674913
18	0	1446589107434249425349600203505664.000000	0.016618
19	1	65928056596592426118899233445642240.000000	0.718219
20	0	7232946310883771680110672829480960.000000	0.083091
21	1	55699220495265657408026048597065728.000000	0.720529
22	1	39259654072124607282547256306171904.000000	0.490154
23	1	56564461354563623955842942885691392.000000	0.732654
