10	1	-630623202967552.000000	0.821698
11	1	-126478859632640.000000	0.963076
12	1	-4370962447335424.000000	0.836556
13	1	-461741867663360.000000	0.865329
14	1	-511804811771904.000000	0.855247
15	1	-105780883750912.000000	0.965295
16	1	-143149095714816.000000	0.957163
17	1	-105043122454528.000000	0.969779
18	1	-123369580134400.000000	0.965005
19	1	-143149095714816.000000	0.957163
20	1	-134847662129152.000000	0.951271
21	1	-502229618393088.000000	0.790352
22	1	-459492546314240.000000	0.869495
23	1	-78691753263104.000000	0.974904
