0.306262	0.693738
0.695172	0.304828
0.306262	0.693738
0.771129	0.228871
0.242331	0.757669
0.776318	0.223682
0.359346	0.640654
0.522448	0.477552
0.403641	0.596359
0.753203	0.246797
0.558952	0.441048
0.534554	0.465446
0.451448	0.548552
0.235739	0.764261
0.690812	0.309188
0.721400	0.278600
0.457125	0.542875
0.565153	0.434847
0.620503	0.379497
0.443527	0.556473
0.175914	0.824086
0.948466	0.051534
0.371125	0.628875
0.460986	0.539014
0.948466	0.051534
0.242905	0.757095
0.839295	0.160705
0.560890	0.439110
0.411167	0.588833
0.759178	0.240822
0.235739	0.764261
0.585413	0.414587
0.155402	0.844598
0.815092	0.184908
0.369698	0.630302
0.499747	0.500253
0.534554	0.465446
0.427991	0.572009
0.740762	0.259238
0.578843	0.421157
0.672698	0.327302
0.637582	0.362418
0.191018	0.808982
0.864465	0.135535
0.595114	0.404886
0.369698	0.630302
0.252865	0.747135
0.621061	0.378939
0.290254	0.709746
0.467898	0.532102
0.464909	0.535091
0.284645	0.715355
0.539813	0.460187
0.568333	0.431667
0.517515	0.482485
0.118425	0.881575
0.959483	0.040517
0.431043	0.568957
0.572931	0.427069
0.302199	0.697801
0.564912	0.435088
0.351068	0.648932
0.337653	0.662347
0.091721	0.908279
0.638084	0.361916
0.237624	0.762376
0.342766	0.657234
0.615246	0.384753
0.740548	0.259452
0.534763	0.465237
0.300389	0.699611
0.577016	0.422984
0.845086	0.154914
0.385780	0.614220
0.560589	0.439411
0.695752	0.304248
0.670992	0.329008
0.709088	0.290912
0.673797	0.326203
0.593575	0.406425
0.670864	0.329136
0.643606	0.356394
0.661655	0.338345
0.860427	0.139573
0.632826	0.367174
0.736914	0.263086
0.827825	0.172175
0.883457	0.116543
0.740762	0.259238
0.441967	0.558033
0.324427	0.675573
0.478578	0.521422
0.513884	0.486116
0.544039	0.455961
0.335924	0.664076
0.660870	0.339130
0.427991	0.572009
0.696771	0.303229
0.478578	0.521422
0.464974	0.535026
