7	1	-72491045224448.000000	0.355157
8	1	-285016848334848.000000	0.430087
9	1	-80545610465280.000000	0.394619
10	1	-180501369323520.000000	0.425004
11	1	-66295986913280.000000	0.537151
12	1	-638758072352768.000000	0.529694
13	1	-596007779827712.000000	0.564377
14	1	-103065139019776.000000	0.603297
15	1	-33872226025472.000000	0.828090
16	1	-596007779827712.000000	0.564377
17	1	-654514898075648.000000	0.575676
18	1	-141811532169216.000000	0.413841
19	1	-183264929120256.000000	0.425802
20	1	-336270974779392.000000	0.427751
