14	1	-5670688264226328910032926243028992.000000	0.881528
15	1	-108273698199446735140633763119104.000000	0.860896
16	1	-686098943069241444917577928146944.000000	0.831175
17	1	-401331263042287921451570235965440.000000	0.785508
18	1	-2723189549918997394216220989849600.000000	0.943036
19	1	-1989205306591390967531399769227264.000000	0.629884
20	1	-217257006840787586855719858601984.000000	0.761432
21	1	-287654807655137510109940788756480.000000	0.877251
22	1	-108273698199446735140633763119104.000000	0.860896
23	1	-3847622867002301151709844513751040.000000	0.751902
