9	1	-4702578229056932675584.000000	0.935159
10	1	-212304964090058506240.000000	0.997859
11	1	-33797790324758289580032.000000	0.780486
12	1	-5944539838946568306688.000000	0.940064
13	1	-325694765920644235264.000000	0.705378
14	1	-5393959021901829373952.000000	0.931555
15	1	-14648135680207819374592.000000	0.846012
16	1	-10556511835950294237184.000000	0.925775
17	1	-1273829925277839392768.000000	0.987157
18	1	-16816152778225280352256.000000	0.922727
19	1	-212304964090058506240.000000	0.997859
20	1	-1302779063682576941056.000000	0.821512
21	1	-12924825401495151181824.000000	0.864129
22	1	-14648135680207819374592.000000	0.846012
23	1	-35189371084418381250560.000000	0.907247
