6	1	0.136682	0.863318
7	0	0.769497	0.230503
8	1	0.261629	0.738371
9	1	0.155547	0.844453
10	1	0.078407	0.921593
11	1	0.097829	0.902171
12	1	0.112264	0.887736
13	1	0.245533	0.754467
14	0	0.538932	0.461068
15	1	0.370367	0.629633
16	0	0.769497	0.230503
17	1	0.078304	0.921696
18	1	0.124737	0.875263
19	1	0.124737	0.875263
20	1	0.469423	0.530577
