7	0	294090529544906449335491756032.000000	0.387315
8	0	196606907133687677974973775872.000000	0.237546
9	0	225780081660252170425815007232.000000	0.240708
10	0	233144158843105026650633404416.000000	0.252486
11	0	230064099196715923692194889728.000000	0.276660
12	0	170108650988213935880397651968.000000	0.200203
13	0	171463460153217374135045324800.000000	0.194851
14	0	175737919619919799239512686592.000000	0.282378
15	0	101450504704158930732926894080.000000	0.389759
16	0	190514959923456178256401661952.000000	0.216501
17	0	156867343154372696965583470592.000000	0.182058
18	0	221045531471856721527467671552.000000	0.237102
19	0	233950720148913230574551826432.000000	0.253512
20	0	174830205224048527515116896256.000000	0.225546
