9	1	-2780286252433083990016.000000	0.581985
10	0	-3680241410395460337664.000000	0.284831
11	1	-23921571982320259301376.000000	0.851404
12	1	-10427351976337028939776.000000	0.807022
13	0	-4293614791144719253504.000000	0.332303
14	0	0.000000	1.000000
15	1	-7150112363847050330112.000000	0.602609
16	1	-6825107281988091379712.000000	0.575218
17	0	-4311934871478909009920.000000	0.594043
18	0	-3066867748171224711168.000000	0.237359
19	1	-20592560677363889733632.000000	0.699198
20	0	-7360483383740874096640.000000	0.569663
21	1	-7926169836885767094272.000000	0.609345
22	1	-24223362696949983608832.000000	0.750798
23	1	-7150112363847050330112.000000	0.602609
