9	1	41767532983434825233858560.000000	0.543511
10	0	74338907599890079117995933696.000000	0.625223
11	1	2268471824181742066219352064.000000	0.380136
12	1	12767898858074902004020281344.000000	0.500893
13	0	74338907599890079117995933696.000000	0.625223
14	0	284587787029291588186294714368.000000	1.000000
15	1	82444116298978430730371072.000000	0.490677
16	1	77291364218439049540534272.000000	0.522510
17	0	72525435749439339220697088.000000	0.447086
18	0	74338907599890079117995933696.000000	0.625223
19	1	432069158214367152078585856.000000	0.393511
20	0	74338917044623044857286361088.000000	0.625223
21	1	102970260375024854697508864.000000	0.484161
22	1	410862375398861029930696704.000000	0.386413
23	1	82444116298978430730371072.000000	0.490677
