10	1	-6252574231509688385536.000000	0.655990
11	1	-126300217965073108303872.000000	0.942277
12	1	-5290640254000462561280.000000	0.631992
13	1	-14847170013939644760064.000000	0.762578
14	1	-17159882138484985561088.000000	0.692007
15	1	-63577590659166561632256.000000	0.956594
16	1	-30894821796350982619136.000000	0.928736
17	1	-161191847070926771322880.000000	0.946575
18	1	-44587933146777869352960.000000	0.909645
19	1	-30894821796350982619136.000000	0.928736
20	1	-58233105930971210842112.000000	0.931721
21	1	-10132756888011935842304.000000	0.707871
22	1	-15095296961309529079808.000000	0.765457
23	1	-266787261145123035021312.000000	0.975241
