6	1	2443068815759579807744.000000	0.714794
7	0	231437645089825882112.000000	0.515418
8	1	5010962776491080810496.000000	0.854624
9	1	5256940380938802561024.000000	0.850220
10	0	628187901354749984768.000000	0.541850
11	0	0.500000	0.500000
12	1	2779780723374911651840.000000	0.689870
13	1	2779780723374911651840.000000	0.689870
14	0	2992437320079625945088.000000	0.664548
15	0	297562679004553543680.000000	0.519824
16	1	3308352449040690970624.000000	0.741642
17	0	2942564176331148361728.000000	0.696035
18	1	2838546224587632279552.000000	0.698987
19	1	3661265493365534752768.000000	0.826634
20	1	2779780723374911651840.000000	0.689870
