0.692308	3	6.71	2.43	0.81	2.00	1.88	0.20	1	0.6967	0.6711	1.70	1.60	1.45	1.63125	0.0053
0.769231	3	7.76	1.84	0.94	2.00	1.78	0.17	1	0.7165	0.7165	1.59	1.49	1.37	1.54125	0.0050
0.769231	3	7.18	3.02	0.87	2.00	1.82	0.18	1	0.7110	0.6627	1.58	1.49	1.39	1.56375	0.0051
0.307692	4	6.35	2.36	0.91	2.00	1.93	0.22	1	0.7314	0.6903	1.77	1.67	1.49	1.67625	0.0055
0.615385	3	7.29	2.32	0.79	1.99	1.83	0.18	1	0.7605	0.7387	1.63	1.54	1.40	1.575	0.0052
0.769231	4	7.29	1.60	0.46	1.91	1.79	0.17	1	0.6936	0.7261	1.70	1.60	1.42	1.5975	0.0052
0.230769	4	6.24	2.18	0.76	2.00	1.95	0.23	1	0.7488	0.6951	1.82	1.71	1.51	1.69875	0.0055
0.769231	3	6.59	1.58	0.57	1.95	1.85	0.19	1	0.6516	0.6898	1.74	1.64	1.47	1.65375	0.0054
0.538462	4	5.88	2.39	0.95	2.00	1.99	0.24	1	0.6493	0.6192	1.82	1.72	1.53	1.72125	0.0056
0.769231	3	7.76	2.59	0.76	1.98	1.78	0.17	1	0.7632	0.7266	1.60	1.51	1.37	1.54125	0.0051
0.769231	3	8.24	1.95	0.95	2.00	1.74	0.15	1	0.6983	0.6984	1.51	1.42	1.33	1.49625	0.0049
0.769231	3	6.94	2.55	0.82	2.00	1.84	0.19	1	0.6855	0.6505	1.60	1.50	1.40	1.575	0.0052
0.384615	3	7.65	1.82	0.93	2.00	1.80	0.17	1	0.7459	0.7278	1.62	1.52	1.38	1.5525	0.0051
0.769231	3	8.47	2.31	0.58	1.95	1.74	0.15	1	0.7704	0.7657	1.54	1.45	1.33	1.49625	0.0049
0.769231	4	6.94	2.03	0.93	2.00	1.85	0.19	1	0.7255	0.6849	1.76	1.65	1.46	1.6425	0.0054
0.384615	3	7.88	2.13	0.94	2.00	1.77	0.16	1	0.6960	0.6910	1.53	1.44	1.35	1.51875	0.0050
0.461538	3	6.59	3.20	0.89	1.98	1.87	0.20	1	0.7085	0.6453	1.71	1.61	1.46	1.6425	0.0054
0.769231	3	6.47	2.11	0.78	2.00	1.93	0.22	1	0.6268	0.6750	1.68	1.58	1.45	1.63125	0.0053
0.769231	3	6.71	1.77	0.86	2.00	1.90	0.21	1	0.7138	0.6779	1.70	1.60	1.45	1.63125	0.0053
0.769231	4	7.53	2.26	0.67	1.98	1.80	0.17	1	0.7394	0.7158	1.68	1.58	1.41	1.58625	0.0052
0.769231	4	6.47	1.71	0.59	1.96	1.87	0.20	1	0.6728	0.7030	1.80	1.70	1.49	1.67625	0.0055
0.769231	3	7.76	2.06	0.90	2.00	1.78	0.17	1	0.7601	0.7107	1.61	1.52	1.38	1.5525	0.0051
0.230769	4	6.59	1.72	0.62	1.96	1.88	0.20	1	0.6780	0.7481	1.77	1.67	1.48	1.665	0.0054
0.769231	3	8.24	2.37	0.63	1.89	1.75	0.16	1	0.7733	0.7500	1.55	1.46	1.34	1.5075	0.0049
0.230769	3	7.06	2.47	0.82	2.00	1.84	0.19	1	0.7287	0.6945	1.60	1.50	1.40	1.575	0.0051
0.307692	3	6.71	1.79	0.85	2.00	1.89	0.20	1	0.7105	0.6815	1.71	1.61	1.45	1.63125	0.0053
0.769231	4	6.47	2.17	0.69	1.98	1.90	0.21	1	0.7113	0.6385	1.77	1.67	1.48	1.665	0.0054
0.538462	4	6.82	1.66	0.50	1.92	1.82	0.18	1	0.6565	0.6784	1.78	1.67	1.47	1.65375	0.0054
0.769231	3	7.53	2.30	0.76	1.99	1.80	0.17	1	0.7704	0.7207	1.62	1.52	1.39	1.56375	0.0051
0.307692	4	6.94	2.00	0.70	1.98	1.88	0.20	1	0.7583	0.7254	1.71	1.61	1.44	1.62	0.0053
0.769231	3	6.82	2.83	0.90	2.00	1.86	0.19	1	0.7604	0.6870	1.70	1.60	1.44	1.62	0.0053
0.461538	3	6.24	1.89	0.74	1.99	1.95	0.23	1	0.5801	0.5906	1.72	1.62	1.48	1.665	0.0054
0.769231	3	6.94	3.10	0.91	2.00	1.84	0.19	1	0.6958	0.6555	1.64	1.54	1.42	1.5975	0.0052
0.307692	3	6.94	2.21	0.87	1.99	1.87	0.20	1	0.7654	0.7357	1.65	1.55	1.42	1.5975	0.0052
0.307692	3	7.53	2.19	0.80	2.00	1.80	0.17	1	0.6841	0.6772	1.56	1.47	1.37	1.54125	0.0050
0.769231	4	7.41	2.07	0.76	1.99	1.82	0.18	1	0.7321	0.7185	1.68	1.58	1.41	1.58625	0.0052
0.769231	4	7.06	1.56	0.53	1.94	1.80	0.18	1	0.6355	0.6837	1.70	1.60	1.43	1.60875	0.0053
0.769231	3	6.12	1.76	0.53	1.94	1.88	0.21	1	0.6000	0.6275	1.75	1.65	1.49	1.67625	0.0055
0.615385	3	8.59	1.93	0.66	1.97	1.73	0.15	1	0.7701	0.7476	1.53	1.44	1.32	1.485	0.0049
0.769231	4	6.35	1.67	0.57	1.98	1.90	0.21	1	0.6804	0.6723	1.81	1.70	1.50	1.6875	0.0055
0.307692	3	8.12	1.98	0.75	1.99	1.77	0.16	1	0.7581	0.7667	1.56	1.47	1.35	1.51875	0.0050
0.846154	4	6.00	2.17	0.95	2.00	1.96	0.23	1	0.7216	0.6451	1.83	1.72	1.53	1.72125	0.0056
0.384615	3	6.12	2.79	0.90	2.00	1.94	0.22	1	0.6418	0.6316	1.75	1.65	1.49	1.67625	0.0055
0.230769	3	7.76	2.11	0.79	2.00	1.79	0.17	1	0.7226	0.7181	1.54	1.45	1.36	1.53	0.0050
0.769231	3	7.41	2.42	0.72	1.98	1.80	0.18	1	0.6903	0.6711	1.57	1.47	1.38	1.5525	0.0051
0.769231	3	6.94	2.54	0.82	2.00	1.85	0.19	1	0.6982	0.6700	1.60	1.50	1.40	1.575	0.0052
0.538462	3	6.59	2.31	0.99	2.00	1.89	0.20	1	0.7314	0.6777	1.69	1.59	1.45	1.63125	0.0053
0.769231	3	6.82	2.97	0.91	2.00	1.86	0.19	1	0.7526	0.6941	1.68	1.58	1.44	1.62	0.0053
0.230769	3	6.82	2.53	0.85	2.00	1.86	0.20	1	0.7213	0.6752	1.63	1.54	1.42	1.5975	0.0052
0.538462	3	7.18	2.20	0.81	1.99	1.83	0.18	1	0.6567	0.6859	1.65	1.55	1.41	1.58625	0.0052
0.384615	3	7.29	2.33	0.80	1.99	1.83	0.18	1	0.7690	0.7273	1.63	1.54	1.40	1.575	0.0052
0.230769	3	7.53	2.05	0.87	2.00	1.80	0.17	1	0.7251	0.7015	1.59	1.49	1.38	1.5525	0.0051
0.307692	3	7.06	2.19	0.69	1.98	1.86	0.20	1	0.6963	0.7023	1.65	1.56	1.42	1.5975	0.0052
0.769231	3	8.00	2.35	0.65	1.90	1.78	0.17	1	0.7722	0.7593	1.57	1.47	1.35	1.51875	0.0050
0.538462	3	7.76	2.66	0.80	1.99	1.77	0.16	1	0.7227	0.6996	1.54	1.45	1.36	1.53	0.0050
0.692308	3	7.06	2.92	0.89	2.00	1.83	0.18	1	0.7036	0.6626	1.65	1.55	1.42	1.5975	0.0052
0.769231	4	6.59	1.72	0.50	1.95	1.83	0.19	1	0.6124	0.6267	1.71	1.61	1.46	1.6425	0.0054
0.769231	3	7.18	2.20	0.90	1.99	1.84	0.19	1	0.7677	0.7200	1.65	1.55	1.41	1.58625	0.0052
0.230769	4	6.24	1.92	0.89	2.00	1.97	0.23	1	0.7497	0.6923	1.78	1.67	1.50	1.6875	0.0055
0.769231	3	7.41	2.40	0.64	1.94	1.80	0.17	1	0.6491	0.6472	1.57	1.48	1.38	1.5525	0.0051
0.692308	3	6.94	1.73	0.82	1.99	1.87	0.20	1	0.6422	0.6601	1.69	1.59	1.44	1.62	0.0053
0.769231	3	7.53	2.30	0.76	1.99	1.80	0.17	1	0.7704	0.7207	1.62	1.52	1.39	1.56375	0.0051
0.769231	3	7.06	1.99	0.91	2.00	1.84	0.19	1	0.6877	0.6578	1.64	1.54	1.41	1.58625	0.0052
0.461538	3	7.41	2.35	0.74	1.99	1.80	0.17	1	0.7364	0.7155	1.65	1.56	1.40	1.575	0.0052
0.461538	3	6.94	2.60	0.75	1.99	1.84	0.19	1	0.7280	0.6794	1.65	1.56	1.42	1.5975	0.0052
0.384615	3	6.94	2.43	0.78	2.00	1.85	0.19	1	0.6906	0.6883	1.68	1.58	1.43	1.60875	0.0053
0.692308	3	6.71	1.71	0.53	1.96	1.82	0.19	1	0.5775	0.6257	1.67	1.57	1.44	1.62	0.0053
0.769231	3	8.00	2.35	0.65	1.90	1.78	0.17	1	0.7722	0.7593	1.57	1.47	1.35	1.51875	0.0050
0.769231	4	6.59	1.52	0.70	1.99	1.85	0.20	1	0.6595	0.6887	1.78	1.67	1.48	1.665	0.0054
0.538462	3	7.41	2.85	0.86	1.99	1.80	0.17	1	0.7188	0.6903	1.60	1.51	1.39	1.56375	0.0051
0.769231	3	7.41	2.21	0.90	1.99	1.82	0.18	1	0.7690	0.7137	1.63	1.54	1.40	1.575	0.0051
0.769231	3	6.59	2.59	0.79	2.00	1.89	0.20	1	0.6149	0.6186	1.66	1.56	1.44	1.62	0.0053
0.230769	4	6.59	1.53	0.69	1.99	1.85	0.20	1	0.6556	0.6923	1.79	1.68	1.48	1.665	0.0054
0.230769	3	6.47	1.55	0.67	1.97	1.86	0.20	1	0.6431	0.6612	1.74	1.64	1.48	1.665	0.0054
0.230769	4	6.24	1.75	0.62	1.98	1.90	0.21	1	0.6905	0.7064	1.79	1.69	1.50	1.6875	0.0055
0.230769	4	5.53	2.25	0.69	1.92	2.07	0.27	1	0.6026	0.6073	1.90	1.79	1.58	1.7775	0.0058
0.230769	4	6.12	1.78	0.63	1.97	1.91	0.22	1	0.6860	0.6966	1.82	1.72	1.52	1.71	0.0056
0.769231	3	7.65	2.11	0.96	2.00	1.79	0.17	1	0.7274	0.7034	1.60	1.50	1.38	1.5525	0.0051
0.846154	4	6.24	2.38	0.91	2.00	1.92	0.21	1	0.6417	0.6290	1.79	1.68	1.50	1.6875	0.0055
0.769231	3	7.29	2.56	0.79	2.00	1.82	0.18	1	0.7144	0.6980	1.61	1.52	1.39	1.56375	0.0051
