9	1	-33066581519397683013370249216.000000	0.647833
10	0	-838557921273816089578438656.000000	0.934647
11	1	-7103229006030206349560774656.000000	0.545548
12	1	-18028992909310316343694721024.000000	0.594903
13	0	-1537356078321531721969827840.000000	0.880185
14	0	0.500000	0.500000
15	1	-28979007345071582683412299776.000000	0.629491
16	1	-33240463775663426219783749632.000000	0.648016
17	0	-30983958870871133603565142016.000000	0.646114
18	0	-978317537925963957089075200.000000	0.923754
19	1	-19453252737585697753088917504.000000	0.593287
20	0	-4891587173120985721577930752.000000	0.618772
21	1	-28142076500412044071124598784.000000	0.629548
22	1	-12240358575907051067553087488.000000	0.630642
23	1	-28979007345071582683412299776.000000	0.629491
