6	1	-2581901286840288194026502868697088.000000	0.862428
7	1	-964830891692154186180780577783808.000000	0.169139
8	1	-847544661178886947459745670234112.000000	0.566833
9	1	-1674252470359027284804923643920384.000000	0.691393
10	1	-211016280303366391213018239205376.000000	0.569236
11	1	-1005375671745071594935475150782464.000000	0.814579
12	1	-960793891852792105768067352494080.000000	0.767811
13	1	-1276796810723479612312726659923968.000000	0.766249
14	1	-1929661783384308372361561155567616.000000	0.338279
15	1	-3297023966244332745497892307861504.000000	0.789852
16	1	-964830891692154186180780577783808.000000	0.169139
17	1	-633048840910099173639054717616128.000000	0.707707
18	1	-960793891852792105768067352494080.000000	0.767811
19	1	-960793891852792105768067352494080.000000	0.767811
20	1	-1355341320851048598649457568907264.000000	0.530734
