6	1	-39732116363997951235223056864509952.000000	0.848418
7	1	-17748598883002511218804823420829696.000000	0.742291
8	1	-23963976431724269950962402175483904.000000	0.729761
9	1	-7275069696600535314724665329451008.000000	0.706364
10	1	-15728694210861891927181268994752512.000000	0.832526
11	1	-11531522880546852944910083067740160.000000	0.645741
12	1	-7757684334736058671034913605550080.000000	0.690955
13	1	-15907586450058943659946391638114304.000000	0.775323
14	1	-17748598883002511218804823420829696.000000	0.742291
15	1	-42624855419637513597269736807202816.000000	0.831386
