7	1	-1147685436721331175424.000000	0.667941
8	1	-1089746275671488856064.000000	0.822218
9	1	-1401645601139822952448.000000	0.701147
10	1	-1065445344663406903296.000000	0.708059
11	1	-1085824766295955996672.000000	0.643323
12	1	-892111435523868852224.000000	0.661953
13	1	-1065266678421939814400.000000	0.810189
14	1	-939721098247127695360.000000	0.637986
15	1	-675181978303942623232.000000	0.427103
16	1	-1065266678421939814400.000000	0.810189
17	1	-710946259213542752256.000000	0.515042
18	1	-864682895312066445312.000000	0.516755
19	1	-1076598860984310824960.000000	0.774243
20	1	-908131302348379127808.000000	0.659300
