10	0	3370654736931787090822571229184.000000	0.810759
11	0	1432630137863671163881858793472.000000	0.788116
12	0	2852092353468644883135524241408.000000	0.762950
13	0	2666317024999919721515719852032.000000	0.833980
14	0	3353572917332087284241266638848.000000	0.876696
15	0	3683543477398257147988737523712.000000	0.605375
16	0	1758281054860630505759457673216.000000	0.835610
17	0	3488541627074233136507575599104.000000	0.793800
18	0	4284894007682973872531544473600.000000	0.945083
19	0	1758281054860630505759457673216.000000	0.835610
20	0	3654775576363252528490135683072.000000	0.621425
21	0	3338330478366931135949277495296.000000	0.797981
22	0	2628982977838580743342443724800.000000	0.835980
23	0	3458527021287750930672558014464.000000	0.534302
